Description,Vague/Not
"OPEN HOUSE SUN 8/30 12-2PM PRICED REDUCED TO SELL NOW! 
PRIVACY SEEKERS THIS ONE ACRE BEAUTIFULLY LANDSCAPED PROPERTY AND CUSTOM EXPANDED CAPE/RANCH STYLE HOME IS REALLY UNIQUE IS A MUST SEE .SOME FEATURES INCLUDE OPEN KITCHEN,GRANITE COUNTER TOPS,TILE FLOOR SS APPLIANCES THAT FLOWS INTO DINING ROOM AND FAMILY ROOM. PRIVATE ENTRANCE FAMILY ROOM HAS SKYLIGHTS,CATHEDRAL CEILING ,SPINNER FIREPLACE AND SLIDERS TO FENCED IN PROPERTY OF YOUR DREAMS. TWO CAR DETACHED GARAGE TUCKED AWAY IN BACK PLUS ONE CAR GARAGE ATTACHED TO FAMILY ROOM. GIANT BEDROOM #1 WITH STAND UP SHOWER/JACUZZI PLUS JACUZZI TUB FULL BATH .SECOND SUPER LARGE BEDROOM WITH FULL BATH AND SLIDERS TO PATIO, LARGE 3RD BEDROOM THE MAIN BATH ARE ALL ON MAIN LEVEL WITH SEVERAL ENTRANCES TO PROPERTY..CROWN MOLDINGS AND HARDWOOD FLOORS ON MAIN LEVEL THROUGH OUT. PLENTY OF CLOSETS HERE ADDITIONAL UPPER LEVEL TWO BEDROOMS AND FULL BATH.BASEMENT WITH LAUNDRY AND LOTS OF STORAGE.CENTRAL AIR,5 ZONE HEAT,LARGE OPEN LOFT SPACE ABOVE TWO CAR GARAGE COULD BE HOME OFFICE, ARTIST LOFT ETC.CLARKSTOWN NORTH SCHOOLS WHY NOT HAVE IT ALL ?
NEW CITY A VIBRANT TOWN WITH FABULOUS RESTAURANTS, SHOPS, TOWN PARKS & POOLS.
EASY COMMUTE TO WESTCHESTER OR NYC. DON'T MISS THIS OPEN HOUSE!
177 LONG COVE RD NEW CITY, NY 10956",1
"NEW LISTING NEW CITY CLARKSTOWN SCHOOLS.
YOUR HOME SEARCH STOPS HERE! 
ABSOLUTELY IMMACULATE & DECEIVING SPACIOUS 4 BED 3 BATH.
CUL DE SAC, GARAGE, LOVELY YARD,GARAGE
AMAZING NEW CHEFS KITCHEN W OPEN CONCEPT,FORMAL DINING, DEN/ WITH BAR, PERFECTING FOR ENTERTAINING,SOLAR PANELS, LAUNDRY SHOOT, CLOSETS GALORE! 2 LARGE MASTERS,PLUS 2 OTHER SPACIOUS BEDROOMS. WALK TO TOWN POSSIBLE, EASY COMMUTE TO CITY. ABSOLUTELY NOTHING TO DO HERE BUT UNPACK!
CALL FOR PRIVATE TOUR OR ENAIL OR CALL US THE LISTING AGENTS FOR PRIVATE TOUR!",0
"TIME TO MOVE OUT OF THE CITY- THIS HOUSE 13 MILES TO NYC BORDER.
BEAUTIFUL CUSTOM EXPANDED RAISED RANCH WITH PLENTY OF ROOM FOR THE WHOLE FAMILY TO ENJOY.LARGE EAT IN UPDATED KITCHEN PLUS FORMAL DINING ROOM OFF LIVING ROOM WITH PICTURE WINDOW AND BEAUTIFUL HARDWOOD FLOORS THRU OUT.GREAT ROOM ADDITION WITH BRICK FIREPLACE, VAULTED CEILING,FLOWS INTO SCREED IN PORCH.MASTER BEDROOM WITH PRIVATE BATH NO SMALL ROOMS HERE. LOWER LEVEL WITH ADDITIONAL 3 BEDROOMS, OFFICE, DEN AND FULL BATH. A CUL DE SAC CORNER LEVEL PROPERTY WITH 2 CAR GARAGE AND EXTRA WIDE DRIVEWAY.AWARD WINNING PEARL RIVER SCHOOLS, CLOSE TO TOWN PARKS,PIP AND GOLF COURSE APPROX 15 MILES TO GW BRIDGE.A LOT OF HOUSE AND PRICED RIGHT TO SELL NOW! 203 RUTGERS RD ORANGEBURG, NY 10962",1
"FEMALE ONLY-ROOM FOR RENT. Ready to move in. Gas and Electricity included. 

A very nice bright room for rent in a 4 bedroom apartment in a 2nd Floor. Furnished, twin size bed, big closet and niece balcony. 

Female ONLY. NO CHILDREN.

Looking for someone who is clean, very responsible, non-smoker, considerate to share with me, a niece and quite roommate and me. I do have a small dog. 


Close to salon, deli, laundromats, groceries, cleaners, Chinese food, pizza place and more. Easy commute to the city. You can take bus Q18 a block away that will take you to 61 Woodside Avenue Station and take #7 Train. Also you can take the bus Q47 3 blocks away and will take you to 74th Street and can take trains E, F, N, R or 7. 

To move in one month rent one and one month deposit. Once you moved you can pay me weekly, bi-weekly.

If you are really interested send me an email or text with details about you. Such as occupation, age, date to move in, nationality. 

Please call 
at: 
.",1
"I am the investor in this expansive, private estate that we just finished. If you can bring me a quick qualified offer, or cash offer I will see to it that we drop the ask price at least $200,000. Seeking qualified buyers only please. Contact me directly for all details. Thank you.



About This Home

Welcome to this beautifully rebuilt luxury estate home. Come relax in its tranquil waters and enjoy its amazing mountain views. This estate provides a 360 degree compound on a 16000 sq ft lot surrounded by mature palm trees and a beautiful uniformly designed hardscape and landscape. This property has been gutted down to the studs and completely rebuilt with over a 1600 sq ft of additions and a 500 sq ft out door living space patio. The home is approximately 3600 Sq ft + with 3 master on suites, 4.5 baths in the front house along with a new 600 sq ft 1 bed 1 bath Casita back house. The home is designed with a modern minimalist approach combining cool soft colors and a linear design to give one the feeling of being at an elegant day spa. There is a brand new custom pool and over-sized built in spa with some of the best views in town. Come see the outdoor kitchen and 3 huge outdoor custom fire pits with a large floating deck prefect for viewing the mountain alpen glo as well as private sunbathing. The interior has high end custom teak cabinets and vanities with white quartz counters, mirrors, glass showers enclosures and lighting throughout. The kitchen has high end custom appliances with a huge over-sized teak and quartz island. There is 3 all new HVAC systems installed, with 2 new roofs, new tank less water heaters and new 200 and 100 amp electrical panels. there are 2 new custom homes being built on the same culdesac that will provide more future value.",1
"TIME TO MOVE OUT OF THE CITY- THIS HOUSE 13 MILES TO NYC BORDER.
BEAUTIFUL CUSTOM EXPANDED RAISED RANCH WITH PLENTY OF ROOM FOR THE WHOLE FAMILY TO ENJOY.LARGE EAT IN UPDATED KITCHEN PLUS FORMAL DINING ROOM OFF LIVING ROOM WITH PICTURE WINDOW AND BEAUTIFUL HARDWOOD FLOORS THRU OUT.GREAT ROOM ADDITION WITH BRICK FIREPLACE, VAULTED CEILING,FLOWS INTO SCREED IN PORCH.MASTER BEDROOM WITH PRIVATE BATH NO SMALL ROOMS HERE. LOWER LEVEL WITH ADDITIONAL 3 BEDROOMS, OFFICE, DEN AND FULL BATH.A CUL DE SAC CORNER LEVEL PROPERTY WITH 2 CAR GARAGE AND EXTRA WIDE DRIVEWAY.AWARD WINNING PEARL RIVER SCHOOLS, CLOSE TO TOWN PARKS,PIP AND GOLF COURSE APPROX 15 MILES TO GW BRIDGE.A LOT OF HOUSE AND PRICED RIGHT TO SELL NOW! 203 RUTGERS RD ORANGEBURG, NY 10962",0
"SUMMER 2020 -NEW WORKSPACE FROM ARTIST AND INDUSTRIAL
Please call - 646-309-8772
Windows, slop sink access, wifi AC & Heater

208 - 500 sqft - $1100
204 - 950 sqft - $1900
101 - 1ST FLOOR STREET ENTRANCE - INCLUDES PRIVATE SINK - 1200 SQFT - $2100

PERFECT FOR - Artists * Photographers
* Sculptures * * Small Manufacturing *Design studio* Hair salon*Artist studio & good to share/sublet etc

Location - 130 Palmetto Street Brooklyn.

All are private studios, 24/7 access, freight elevator & stair access, all have wooden floors, all have windows with beautiful natural sunlight....


Only a few minutes from J&L trains , Gates Ave & Halsey subway stops, Ltrain Myrtle Wycroft, Broadway just 2 blocks away with stores & cafes, a great new up and coming neighborhood here.
CALL NOW - 646-309-8772",1
"Check out Realtor.com
2741 rocky gorge rd
Newport WA 99156
Fiber internet in home",0
"1 bedroom is available fully furnished including full size bed(sheets,pillows, comforter), dresser, air conditioning and closet in a 2 bedroom Apartment on the upper east side. Rent is $1150 Per month and the room is open and ready for move in. There is a desk and chair in the living room if you need it for studying or working from home. The apartment is located near the q train and there are many bars, restaurants and supermarkets in the neighborhood. The apartment-mate is a young professional who works in healthcare. He is easy to get along with, neat, friendly and respectful. He works nearby so can come and meet you to show the apartment whenever you are available.",1
"Dream apartment alert. This place is a gem and I'm sorry to leave it.

Gorgeous bright south-facing apartment on the 22nd floor with huge windows and outdoor space that runs the full length of the apartment. Full city views of central park, empire state, freedom tower, and the Hudson river– from inside and outside. Super clean apartment with updated kitchen with dishwasher, updated flooring, window in the bathroom and GREAT storage. On 72nd and West End– a block from the express 1-2-3 station and riverside park. Pets welcome as well.

Doorman building with elevator and brand new updated gym. The staff is so friendly and honestly this is the best place we've ever lived.

Available immediately– happy to answer any questions at all.",1
"Gorgeous 2 bed / 1 bath apartment in one of Brooklyn last true factory conversions! Extra high ceilings, large windows & luxury appliances. AMENITIES, AMENITIES, AMENITIES. Full Gym, Laundry in Building, Bike Room, Screening Room, Elevator, Rec Room, Bluetooth speakers in the apt, Roof deck! Located in historic Bedford-Stuyvesant, the building is surrounded by vibrant neighborhood dining and nightlife options, parks, schools/Pratt and is a short walk to the J/M/Z and G trains


Email only with your phone #, move date, income/credit score each applicant and guarantor, and days/times available


AMENITIES
• Central A/C

• High Ceilings

• Hardwood Floors

• Video Intercom

• Elevator

• Furnished

• Laundry in building

• Bike storage

• Gym

• Wheelchair Accessible

• Game room

• Screening room

• Outdoor Space

• Roof access

• Stainless Steel Appliances

• Dishwasher

• Built in microwave

• Stone countertops

• Basement",1
"** Two months free on 12 month lease!**

• Spacious unit with granite counter tops, Bosch appliances, and Grohe bath fixtures.

• The building offers studios, 1-bedroom, 2-bedroom and 3-bedroom options just steps away from subway access and only 1 stops from Manhattan.

• Modern amenities including parking, a garden, fitness center, children's playroom, and an on-site basketball court. The building also includes valet service, a screening room, rooftop deck, and concierge service.

• Contact me today to take a tour of this luxury, doorman building!

**Net rent price listed**",0
"Well Maintained Building in the Heart of East Village!!!

Beautifully Renovated Very Quiet and Bright 2BR with Windows, Closets with Overhead Storage, A/C. 

Separate Huge Living Room that Can Fit 2 Big Couches, Dresser, Coffee Table, Separate Huge Kitchen with Room for a Big Table for 6, Granite Counter Top Lots of Cabinet Space, Full Bath, Hardwood Floors throughout the Apartment. Dishwasher installed if need be.

Just 5 min Away from Astor Place 6,N,R Trains, NYU, Best Coffee @Cafe Abraco just outside your home, Great Restaurants that East Village has to Offer.

Live in Super
Easy Approval
Out of State Guarantors Accepted
Text, Call or Email Gerald for viewings",1
"75 MacDonough St
Brooklyn, NY 11216

HUGE 4 Bed 1 Bath 

- Actual Laundry Room
- Central Ac/Heat
- Large Closets 
- Hall closet storage 
- Massive living room 
- HUGE WINDOWS 
- Exposed Brick
- New Stainless Steel 
- Appliances
- Dishwasher and Microwave 
- More Than Enough Cabinet Space 

🌸NO BROKER FEE🌸

Room 1- window + closet 10x10 

Room 2- Large Closet /Window 10x10

Room 3- windows+ closet 11x10

Room 4- Huge Windows, Large Closet 12x13

Must have MIN 685 credit And steady income

Text “MAC” to 2 0 1 - 4 4 8 - 7 7 9 3 and please tell me about yourself and what your ideal roommates would be",1
"All Rental Units - 90% Occupied
Net Income - 1 million
Tax Abatement - expires in 2026
Approved for 25,000 SqFt of additional space
Medical Office in building - Rents for $17,000/month - 4500 SqFt
Clear title - Quick Close

2 bedroom apartments rent for $2500-2700
1 bedroom apartments rent for $1800-2200
Parking Spots rent between $250-350

Seller is willing to accommodate any reasonable cash offer!!!

BROKER/AGENTS WELCOME - 2% commission split available",1
"2 bedroom steps to prospect park and B/Q trains

Laundry in the building!

About the apartment:
Lots of windows- great sunlight
Stunning Wood Floors
Good Closet space!
Beautiful bathroom – fully tiled
Rent Stabilized building
Heat and hot water included!
Elevator Building!
Very well kept building

LAUNDRY in the BUILDING!!

The apartment is conveniently located just minutes from Restaurants, Cafes, Bars, Groceries, Supermarkets, Laundry and much more…aft rental description",1
